tx,rx_rssi,fp_rssi,range,nlos
2,-72.83,-78.01,5.502936,1
2,-71.61,-77.21,5.526388,1
2,-75.23,-81.08,5.470103,1
2,-71.96,-77.43,5.526388,1
2,-74.54,-81.66,5.540458999999999,1
2,-71.79,-76.38,5.5451489999999986,1
2,-71.87,-76.61,5.5873620000000015,1
2,-72.13,-77.53,5.4841739999999985,1
2,-74.17,-87.78,5.55922,1
2,-78.35,-94.6,5.305941000000002,1
2,-77.58,-91.53,5.348154,1
2,-75.51,-87.59,5.437271,1
2,-76.52,-88.16,5.437271,1
2,-76.62,-86.47,5.456032,1
2,-73.62,-79.78,5.498245,1
2,-71.46,-76.46,5.526388,1
2,-88.64,-90.72,5.526388,1
2,-72.36,-78.23,5.507626,1
2,-71.93,-77.38,5.56391,1
2,-74.91,-82.47,5.6483370000000015,1
2,-72.85,-78.12,5.6108139999999995,1
2,-73.75,-80.01,5.507626,1
2,-72.71,-79.51,5.502936,1
2,-72.38,-80.12,5.5545300000000015,1
2,-72.54,-79.51,5.5873620000000015,1
2,-89.73,-93.07,5.531078,1
2,-73.31,-81.14,5.5498389999999995,1
2,-72.77,-80.69,5.56391,1
2,-72.06,-78.9,5.601433,1
2,-73.04,-81.53,5.5873620000000015,1
2,-72.91,-80.63,5.5826720000000005,1
2,-73.5,-81.02,5.601433,1
2,-71.94,-79.92,5.5873620000000015,1
2,-73.44,-80.68,5.5404589999999985,1
2,-72.29,-80.37,5.601433,1
2,-76.56,-84.08,5.5216970000000005,1
2,-72.38,-80.63,5.540458999999999,1
2,-73.01,-80.28,5.5404589999999985,1
2,-73.51,-82.25,5.5170069999999996,1
2,-72.25,-78.39,5.507626,1
2,-90.71,-93.9,5.5216970000000005,1
2,-73.52,-80.69,5.5545300000000015,1
2,-73.28,-81.65,5.596743,1
2,-73.49,-80.67,5.568601,1
2,-72.41,-79.09,5.5545300000000015,1
2,-74.15,-81.08,5.5826720000000005,1
2,-71.86,-79.26,5.531078,1
2,-73.11,-79.96,5.549839,1
2,-89.97,-93.68,5.55922,1
2,-72.15,-80.19,5.5404589999999985,1
2,-73.97,-81.89,5.531078,1
2,-71.92,-79.07,5.5451489999999986,1
2,-73.81,-80.35,5.5216970000000005,1
2,-72.29,-81.1,5.69524,1
2,-73.24,-88.82,5.5873620000000015,1
2,-73.5,-83.77,5.5779809999999985,1
2,-87.97,-98.5,5.8312610000000005,1
2,-74.02,-87.1,6.070469,1
2,-91.37,-95.84,6.4972910000000015,1
2,-80.85,-93.27,6.464459,1
2,-81.95,-91.34,6.6192410000000015,1
2,-76.86,-96.6,6.9991600000000025,1
2,-82.81,-97.84,7.144561,1
2,-83.54,-103.26,7.130489999999999,1
2,-87.29,-100.87,7.876256,1
2,-89.42,-94.17,8.012277000000001,1
2,-83.79,-94.47,8.467241,1
2,-86.51,-99.49,8.396886,1
2,-85.34,-92.61,8.542287,1
2,-93.63,-105.04,7.979444,1
2,-94.8,-108.04,8.335911,1
2,-93.77,-110.07,8.800257,1
2,-93.19,-113.82,9.377171,1
2,-94.98,-103.79,9.710186,1
2,-97.21,-103.93,10.301171,1
2,-96.76,-100.81,10.42781,1
2,-97.74,-106.4,10.685780000000001,1
2,-101.85,-113.16,12.139791,1
2,-99.21,-108.5,11.736419999999999,1
2,-98.23,-106.63,13.087243,1
2,-104.0,-107.69,13.077862,1
2,-98.95,-108.56,11.379953,1
2,-97.75,-111.63,11.773943,1
2,-97.98,-108.28,11.73173,1
2,-100.82,-104.46,11.966248,1
2,-96.88,-105.05,9.264602,1
2,-92.95,-99.66,9.255221,1
2,-94.18,-106.51,9.10982,1
2,-92.93,-106.04,8.978489999999997,1
2,-93.95,-102.86,9.297434,1
2,-92.45,-104.43,9.048846000000001,1
2,-97.04,-106.42,8.44379,1
2,-88.89,-106.95,7.805900999999999,1
2,-87.91,-97.99,7.6229770000000014,1
2,-85.55,-95.41,7.885636999999999,1
2,-98.28,-102.74,7.974753999999999,1
2,-81.98,-100.82,8.045109,1
2,-88.11,-97.25,7.749617,1
2,-76.53,-97.95,7.91847,1
2,-83.4,-95.75,7.440053,1
2,-73.31,-102.47,7.313414,1
2,-80.19,-90.84,6.820925999999999,1
2,-79.1,-94.58,6.759950999999999,1
2,-85.02,-95.99,6.5910990000000025,1
2,-72.93,-87.96,6.417555,1
2,-70.7,-79.12,6.4832199999999975,1
2,-70.18,-74.5,6.131444,1
2,-68.34,-73.51,5.873474,1
2,-80.97,-83.45,5.976662,1
2,-70.0,-80.18,5.976662,1
2,-69.12,-74.22,6.1455150000000005,1
2,-70.69,-80.62,6.4503879999999985,1
2,-74.54,-87.26,6.520743,1
2,-74.39,-80.81,6.7318089999999975,1
2,-74.45,-77.99,7.1539410000000005,1
2,-74.74,-91.07,6.652073,1
2,-71.21,-77.06,7.092967,1
2,-79.41,-93.37,6.5441949999999975,1
2,-74.16,-79.56,7.243058,1
2,-77.44,-85.76,7.440053,1
2,-82.38,-97.25,7.787139999999999,1
2,-85.97,-93.93,7.979444,1
2,-90.19,-101.33,7.698022999999999,1
2,-89.4,-103.88,8.256175,1
2,-85.83,-104.21,8.152987,1
2,-92.37,-105.8,8.917516,1
2,-92.03,-101.2,7.965373,1
2,-92.34,-100.25,8.307769,1
2,-98.74,-102.06,8.908135000000003,1
2,-100.88,-110.26,9.330267,1
2,-99.37,-108.21,11.34712,1
2,-100.86,-111.92,11.403405,1
2,-101.72,-105.38,17.111569,1
2,-100.48,-105.89,14.405233,1
2,-98.96,-103.03,14.344257999999998,1
2,-97.9,-107.99,12.303953,1
2,-96.39,-110.4,10.840562,1
2,-95.86,-110.59,11.164196,1
2,-95.24,-107.04,11.239241999999999,1
2,-94.76,-101.5,11.73173,1
2,-96.2,-113.64,10.460643,1
2,-92.89,-107.37,10.399668,1
2,-93.46,-103.48,10.591973,1
2,-94.85,-110.73,10.071343,1
2,-93.47,-103.04,9.771161,1
2,-95.38,-109.75,9.616379,1
2,-91.73,-104.61,9.470978,1
2,-90.99,-105.93,9.076988,1
2,-90.83,-99.43,9.531952,1
2,-94.76,-101.19,9.405313,1
2,-87.53,-107.65,8.589191,1
2,-83.9,-92.36,8.879992999999997,1
2,-81.58,-94.28,8.57512,1
2,-99.32,-103.56,8.626713,1
2,-82.56,-90.21,8.429718,1
2,-73.14,-80.16,8.096703,1
2,-72.11,-76.35,7.852805,1
2,-75.2,-79.82,7.819972,1
2,-73.14,-79.84,7.580764,1
2,-74.83,-96.53,8.162367999999999,1
2,-75.96,-96.96,7.107038,1
2,-73.95,-81.19,7.4353630000000015,1
2,-71.74,-77.82,7.327485,1
2,-70.51,-87.34,7.046063,1
2,-73.97,-91.69,6.464459,1
2,-70.09,-73.87,6.4316260000000005,1
2,-70.87,-79.72,6.122063,1
2,-71.78,-79.74,5.868784,1
2,-86.73,-92.98,5.718692,1
2,-70.16,-75.46,5.69524,1
2,-68.31,-73.95,5.507626,1
2,-68.01,-73.84,5.4888650000000005,1
2,-74.66,-78.82,5.5826720000000005,1
2,-72.38,-86.1,5.620195,1
2,-72.83,-80.11,5.967281,1
2,-71.08,-76.45,6.1783470000000005,1
2,-76.89,-94.42,5.8406410000000015,1
2,-77.45,-86.7,6.361271,1
2,-83.62,-107.9,6.774022,1
2,-88.87,-106.51,6.4316260000000005,1
2,-82.45,-100.99,7.6558100000000024,1
2,-100.41,-110.38,7.252439,1
2,-80.51,-99.51,7.416600999999999,1
2,-88.89,-105.53,8.626713,1
2,-89.78,-99.25,7.993514999999999,1
2,-81.94,-94.73,8.040419,1
2,-89.85,-102.42,7.749617,1
2,-89.72,-94.59,8.298388000000001,1
2,-87.6,-97.36,8.026347999999999,1
2,-91.44,-101.64,7.955992,1
2,-94.3,-103.49,8.997252,1
2,-92.46,-103.82,9.231769,1
2,-88.32,-96.27,9.039465,1
2,-89.09,-96.65,8.528216,1
